well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
MAR-101,MAR-101,53.13262207,6.18876451,RD,Hydrocarbon exploration,Producing/Injecting,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1975-01-14,1975-02-07,2579,Rotary Table,2577.24,2566.76,11.54,62.77,Marum,MAR,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
MAR-102-S1,MAR-102-S1,53.13275286,6.18834289,RD,Hydrocarbon development,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag, ,1977-12-18,1978-01-28,2737,Rotary Table,2568.31,2558.75,-538.86,488.21,Marum,MAR,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
MBN-01,MBN-01,53.11460656,6.05359585,RD,Hydrocarbon exploration,Closed-in,Gas,Deviated,Petroland B.V.,KCA Deutag,National 80B,1979-04-22,1979-06-14,2690,Rotary Table,2560.72,2555.34,-96.89,663.5,Opeinde-Zuid,OPS,Vermilion Energy Netherlands B.V.,Gas,In production,,,Yes,No,1,0
SLO-05,SLO-05,53.19180141,6.75392335,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1963-10-28,1963-11-28,2880,Rotary Table,2876.7,2870.72,-46.33,-73.57,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SLO-06-S3,SLO-06-S3,53.19241164,6.755001,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1964-11-26,1965-01-04,2870,Rotary Table,2854.02,2848.08,-118.21,148.75,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SLO-07,SLO-07,53.19239277,6.75604785,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1964-12-22,1965-02-14,2858,Rotary Table,2846.14,2839.97,-9.36,71.83,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SLO-08,SLO-08,53.19178262,6.75497273,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-01-08,1965-02-12,2842.5,Rotary Table,2836.12,2829.08,-99.65,-74.74,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SLO-09,SLO-09,53.19176423,6.75601689,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-02-14,1965-03-28,2857,Rotary Table,2849.22,2842.07,-57.86,-95.47,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SMA-01,SMA-01,52.76803749,4.73397017,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Phillips Petroleum Company, , ,1964-07-31,1964-10-16,3006,Rotary Table,3006,3001.15,,,,,,,,,,No,No,0,0
SMG-01,SMG-01,51.64763124,5.37148166,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,American Petrofina Exploration Company,Deutsche Schachtbau und Tiefbohrgesellschaft,Wirth HG 1200,1969-06-12,1969-09-20,3337.5,Rotary Table,3337.5,3326.77,,,,,,,,,,No,No,0,0
SML-01,SML-01,52.89913108,6.37820933,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1974-04-17,1974-05-15,2550,Rotary Table,2548.19,2528.69,68.53,-20.71,,,,,,,,No,No,0,0
SMR-01,SMR-01,53.28273332,6.86484998,RD,Hydrocarbon evaluation,Observing,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1962-10-20,1963-02-22,2969.6,Rotary Table,2968.92,2964.27,-42.03,-3.9,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SMR-OBS,SMR-OBS,53.28233058,6.86502227,RD,Observation,Abandoned,Dry,Vertical,NAM, , ,1969-12-16,1969-12-17,407,Rotary Table,407,404.65,-0.06,1.78,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SND-01,SND-01,52.69363555,6.87924269,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM,KCA Deutag Drilling Ltd, ,1983-05-14,1983-06-14,1795,Rotary Table,1620.08,1600.28,279.11,598.81,,,,,,,,No,No,0,0
SNK-01,SNK-01,53.09448342,5.75539072,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Petroland B.V.,Forex,National 55,1969-05-24,1969-06-29,2005,Rotary Table,2005,1998.96,,,,,,,,,,No,No,0,0
SOL-01,SOL-01,52.90048184,6.71993113,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Bataafse Petroleum Maatschappij,Bataafse Petroleum Maatschappij,Conrad Counterflush IV,1946-12-20,1947-02-05,641,Rotary Table,640.88,620.08,-0.25,7.64,,,,,,,,No,No,0,0
SOL-02,SOL-02,52.89961354,6.70269353,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Bataafse Petroleum Maatschappij,Bataafse Petroleum Maatschappij,Conrad Counterflush IV,1947-02-22,1947-05-30,832.5,Rotary Table,829.31,807.04,-1.85,55.56,,,,,,,,No,No,0,0
SOL-03,SOL-03,52.90142435,6.73459754,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Bataafse Petroleum Maatschappij,Bataafse Petroleum Maatschappij,Conrad Counterflush IV,1947-06-19,1947-08-12,718,Rotary Table,718,699.95,,,,,,,,,,No,No,0,0
SOW-01,SOW-01,52.86726355,5.98127528,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 55,1962-12-23,1963-02-28,1983,Rotary Table,1982.69,1976.28,-12.82,-15.28,,,,,,,,No,No,0,0
SPH-01,SPH-01,53.22565572,6.7220268,RD,Hydrocarbon evaluation,Observing,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1966-02-02,1966-03-06,2905,Rotary Table,2870.9,2866.8,175.79,212.95,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-101,SPI-101,53.17230535,6.84356346,RD,Hydrocarbon evaluation,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1966-04-16,1966-05-11,2997,Rotary Table,2995.66,2989.07,-1.1,-15.25,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-102,SPI-102,53.17231524,6.84251966,RD,Hydrocarbon development,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1967-02-23,1967-03-12,2815,Rotary Table,2813.2,2805.47,8.98,-14.62,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-103,SPI-103,53.17232436,6.84147194,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1967-03-12,1967-03-29,2811,Rotary Table,2807.67,2799.89,14.53,-1.82,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-104,SPI-104,53.17233381,6.84042543,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1967-03-29,1967-04-16,2815,Rotary Table,2809.31,2801.58,-59.07,34.88,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-105,SPI-105,53.17296199,6.84044114,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1967-04-16,1967-05-01,2811,Rotary Table,2805.14,2797.44,-67.18,15.3,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-106,SPI-106,53.17295343,6.84148799,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1967-05-01,1967-05-17,2812,Rotary Table,2807.19,2799.45,-8.11,37.43,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-107,SPI-107,53.17294426,6.84253213,RD,Hydrocarbon development,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1970-05-02,1970-05-20,2818.5,Rotary Table,2817.51,2809.71,-17.99,1.04,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SPI-108,SPI-108,53.17293502,6.8435821,RD,Hydrocarbon development,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1971-08-26,1971-09-15,2833,Rotary Table,2830.94,2820.59,-36.8,-66.52,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
DB-039,DB-039,50.8571462,6.03505681,RD,Exploration, , ,Vertical, ,Flasse, ,1896-01-01,1896-12-31,278.51,Maaiveld,278.51,114.51,,,,,,,,,,No,No,0,0
DB-040,DB-040,50.9147443,5.9075481,RD,Exploration, , ,Vertical, ,Verbunt, ,1896-01-01,1896-12-31,381.34,Rotary Table,381.34,309.24,,,,,,,,,,No,No,0,0
DB-041,DB-041,50.83619918,5.97324158,RD,Exploration, , ,Vertical, , , ,1897-01-01,1897-12-31,179,Rotary Table,179,42.3,,,,,,,,,,No,No,0,0
DB-042,DB-042,50.85977094,5.96736174,RD,Exploration, , ,Vertical,Oranje Nassau Mijnen, , ,1897-01-01,1897-12-31,196,Rotary Table,196,71.3,,,,,,,,,,No,No,0,0
DB-043,DB-043,50.91951322,5.88186222,RD,Exploration, , ,Vertical, ,Bohrgesellschaft Limburgs Mijnveld, ,1896-09-05,1897-12-31,473.01,Rotary Table,473.01,396.61,,,,,,,,,,No,No,0,0
DB-044,DB-044,50.93855016,5.98156712,RD,Exploration, , ,Vertical, ,"Verbunt, H.", ,1896-01-01,1896-12-31,132.25,Rotary Table,132.25,49.25,,,,,,,,,,No,No,0,0
DB-045,DB-045,50.8301857,5.99068024,RD,Exploration, , ,Vertical, ,"Hermary, Mijnveld Simpelveld", ,1897-01-01,1897-12-31,310.8,Rotary Table,310.8,159.1,,,,,,,,,,No,No,0,0
DB-046,DB-046,50.93906962,5.88268331,RD,Exploration, , ,Vertical, ,Bohrgesellschaft Limburgs Mijnveld, ,1896-10-30,1897-12-31,402,Rotary Table,402,335,,,,,,,,,,No,No,0,0
DB-047,DB-047,50.94566947,5.8884883,RD,Exploration, , ,Vertical, ,Gluck Auf (D), ,1897-01-01,1897-12-31,270.3,Rotary Table,270.3,197.8,,,,,,,,,,No,No,0,0
DB-048,DB-048,50.9036821,5.8864268,RD,Exploration, , ,Vertical, ,"Limburg, Boormij.", ,1897-01-01,1897-12-31,418.82,Rotary Table,418.82,336.02,,,,,,,,,,No,No,0,0
DB-049,DB-049,50.95097327,5.90475431,RD,Exploration, , ,Vertical,Staatsmijnen,Kessler, ,1897-01-01,1897-12-31,366.79,Rotary Table,366.79,287.29,,,,,,,,,,No,No,0,0
DB-050,DB-050,50.91924044,5.93065044,RD,Exploration, , ,Vertical,staatstoezicht,"Verbunt, H.", ,1897-01-01,1897-12-31,302.65,Rotary Table,302.65,227.4,,,,,,,,,,No,No,0,0
DB-051,DB-051,50.97537836,5.8561918,RD,Exploration, , ,Vertical, ,Gluck auf, ,1897-01-01,1897-12-31,163,Rotary Table,163,110.6,,,,,,,,,,No,No,0,0
DB-052,DB-052,50.93529108,5.84413418,RD,Exploration, , ,Vertical, ,Bohrgesellschaft Limburgs Mijnveld, ,1898-01-01,1898-12-31,440.29,Rotary Table,440.29,360.29,,,,,,,,,,No,No,0,0
DB-053,DB-053,50.92562346,5.98167114,RD,Exploration, , ,Vertical, ,"Verbunt, H.", ,1898-01-01,1898-12-31,355.15,Rotary Table,355.15,262.75,,,,,,,,,,No,No,0,0
DB-054,DB-054,50.95904764,5.86880707,RD,Exploration, , ,Vertical, ,Gluck auf, ,1899-01-01,1899-12-31,445,Rotary Table,445,349.5,,,,,,,,,,No,No,0,0
DB-055,DB-055,50.88986516,5.882469,RD,Exploration, , ,Vertical, , , ,1898-01-01,1899-12-31,436.92,Rotary Table,436.92,339.92,,,,,,,,,,No,No,0,0
DB-056,DB-056,50.93887258,5.92482072,RD,Exploration, , ,Vertical,Staatsmijnen,Kessler, ,1898-04-25,1898-12-31,329.3,Rotary Table,329.3,234.6,,,,,,,,,,No,No,0,0
DB-057,DB-057,50.95224272,5.95422075,RD,Exploration, , ,Vertical,Staatsmijnen,Kessler, ,1898-01-01,1898-12-31,470.5,Rotary Table,470.5,395.1,,,,,,,,,,No,No,0,0
DB-058,DB-058,50.94367667,5.96323593,RD,Exploration, , ,Vertical, ,Twentse Bank, ,1898-01-01,1898-12-31,269.9,Rotary Table,269.9,181.2,,,,,,,,,,No,No,0,0
DB-059,DB-059,50.93006839,5.90800509,RD,Exploration, , ,Vertical,Twentse Bank, , ,1898-01-01,1898-12-31,359.5,Rotary Table,359.5,269.1,,,,,,,,,,No,No,0,0
DB-060,DB-060,50.95802261,5.92984003,RD,Exploration, , ,Vertical, ,"Honert, D.J. v.d.", ,1888-01-01,1898-12-31,295,Rotary Table,295,185.6,,,,,,,,,,No,No,0,0
DB-061,DB-061,50.94578723,5.86270696,RD,Exploration, , ,Vertical, ,Gluck auf, ,1899-01-01,1899-12-31,439.5,Rotary Table,439.5,376.1,,,,,,,,,,No,No,0,0
DB-062,DB-062,50.97772222,5.87629211,RD,Exploration, , ,Vertical, ,Wilhelminengluck, ,1899-01-01,1899-12-31,115.5,Rotary Table,115.5,57.5,,,,,,,,,,No,No,0,0
DB-063,DB-063,50.96999597,5.91029193,RD,Exploration, , ,Vertical, ,Wilhelminengluck, ,1899-01-01,1899-12-31,461.82,Rotary Table,461.82,354.32,,,,,,,,,,No,No,0,0
DB-064,DB-064,50.97160151,5.88035592,RD,Exploration, , ,Vertical, ,Wilhelminengluck, ,1899-01-01,1899-12-31,448.45,Rotary Table,448.45,365.45,,,,,,,,,,No,No,0,0
DB-065,DB-065,50.95806742,5.92986902,RD,Exploration, , ,Vertical, ,"Schulz, C.", ,1899-01-01,1899-12-31,349,Rotary Table,349,239.6,,,,,,,,,,No,No,0,0
DB-066,DB-066,50.96288549,5.91033948,RD,Exploration, , ,Vertical, ,"Schulz, C.", ,1899-01-01,1899-12-31,450,Rotary Table,450,344,,,,,,,,,,No,No,0,0
DB-067,DB-067,50.90570504,5.84729645,RD,Coal exploration, ,Unknown,Vertical, ,Boormij. Union, ,1899-01-01,1899-12-31,734.6,Rotary Table,734.6,627.1,,,,,,,,,,No,No,0,0
DB-068,DB-068,50.94196284,5.99085905,RD,Exploration, , ,Vertical,Twentse Bank, , ,1899-01-01,1899-12-31,224,Rotary Table,224,151.1,,,,,,,,,,No,No,0,0
DB-069,DB-069,50.96633968,5.94636519,RD,Coal exploration, ,Unknown,Vertical, ,Wilhelminengluck, ,1899-10-25,1899-12-31,658.58,Rotary Table,658.58,580.33,,,,,,,,,,No,No,0,0
DB-070,DB-070,50.99261637,5.86128093,RD,Exploration, , ,Vertical, , , ,1899-12-09,1900-12-31,265.59,Rotary Table,265.59,219.09,,,,,,,,,,No,No,0,0
DB-071,DB-071,50.96436309,5.83444346,RD,Exploration, , ,Vertical, ,Herzhog Heinrich, ,1900-12-01,1901-03-02,320,Rotary Table,320,257.6,,,,,,,,,,No,No,0,0
DB-072,DB-072,50.97827045,5.81743472,RD,Exploration, , ,Vertical, ,Herzhog Heinrich, ,1901-04-17,1901-09-03,364.52,Rotary Table,364.52,295.52,,,,,,,,,,No,No,0,0
DB-073,DB-073,50.99160878,5.79541142,RD,Exploration, , ,Vertical, ,Herzog Heinrich, ,1901-10-10,1902-01-23,420.6,Rotary Table,420.6,359.1,,,,,,,,,,No,No,0,0
DB-074,DB-074,50.96700228,5.80656783,RD,Exploration, , ,Vertical,"Aachener Hutte, Aktien Verein Mijnveld CLARA","Aachener Hurten, Aktien Verein Mijnveld CLARA", ,1902-04-01,1902-07-19,439,Rotary Table,439,362.5,,,,,,,,,,No,No,0,0
DB-075,DB-075,50.989891,5.84608479,RD,Coal exploration, ,Unknown,Vertical,Staatsmijnen,Limburgs Toekomst, ,1902-01-01,1902-12-31,520,Rotary Table,520,460.75,,,,,,,,,,No,No,0,0
DB-076,DB-076,50.95707053,5.78594054,RD,Exploration, , ,Vertical,"Aachener Hutte, Aktien Verein Mijnveld CLARA","Aachener Hutte, Aktien Verein Mijnveld CLARA", ,1902-09-04,1902-12-04,449.74,Rotary Table,449.74,380.24,,,,,,,,,,No,No,0,0
PB-W,PB-W,51.97520101,6.6407757,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Vulkaan, Leeuwarden", ,1915-01-09,1915-10-31,121.16,Rotary Table,121.16,91.16,,,,,,,,,,No,No,0,0
PB-X,PB-X,51.98622883,6.60934544,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Vulkaan, Leeuwarden", ,1915-11-01,1916-01-31,207.71,Rotary Table,207.71,177.71,,,,,,,,,,No,No,0,0
L10-F-01,L10-F-01,53.38641444,4.25942855,ED50-GEOGR,Hydrocarbon evaluation,Producing/Injecting,Gas,Vertical,"Placid International Oil, Limited",Penrod International Drilling Company,Penrod 81,1980-02-01,1980-05-01,3840.5,Rotary Table,3840.5,3802.1,,,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,In production,L10,410.868387744,Yes,Yes,1,1
L11-01,L11-01,53.39236008,4.3557919,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,"Placid International Oil, Ltd.",Penrod International Drilling Company,Penrod 58,1971-02-19,1971-05-11,3860,Rotary Table,3859.74,3828.24,,40.7,L11-1,L11-1,Eni Energy Netherlands B.V.,Gas,Production planned > 5 years,L11,410.905832572,Yes,Yes,1,1
L11-02,L11-02,53.44322343,4.40820837,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,"Placid International Oil, Ltd.",Penrod International Drilling Company,Penrod 58,1974-03-20,1974-06-11,3993,Rotary Table,,,,,L11a-B,L11a-B,Eni Energy Netherlands B.V.,Gas,Production planned > 5 years,L11,410.905832572,Yes,Yes,1,1
L11-03,L11-03,53.37002585,4.33712541,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,"Placid International Oil, Ltd.",Penrod International Drilling Company,Penrod 58,1977-02-28,1977-05-27,3925,Rotary Table,3925,3893.9,,,,,,,,L11,410.905832572,No,Yes,0,1
K13-CF-06,K13-CF-06,53.30978928,3.21359916,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,Pennzoil Nederland Company,Transocean Drilling Ltd.,Transocean VI,1982-11-26,1982-12-29,2822,Kelly Bushing,2605.71,2571.61,-691.54,-374.62,K13-CF,K13-CF,Wintershall Noordzee B.V.,Gas,Abandoned,K13,323.903167989,Yes,Yes,1,1
K13-DE-01,K13-DE-01,53.28098272,3.21126669,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,Pennzoil Nederland Company,Transworld Drilling Company,Transocean II,1978-07-22,1978-10-25,2690,Kelly Bushing,2610.17,2580.07,-427,194.69,K13-DE,K13-DE,Wintershall Noordzee B.V.,Gas,Abandoned,K13,323.903167989,Yes,Yes,1,1
K13-DE-02,K13-DE-02,53.28098272,3.21126669,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,Pennzoil Nederland Company,Transworld Drilling Company,Transocean II,1978-07-27,1978-10-06,2820,Kelly Bushing,2664.02,2633.92,78.11,-668.53,K13-DE,K13-DE,Wintershall Noordzee B.V.,Gas,Abandoned,K13,323.903167989,Yes,Yes,1,1
K13-DE-03,K13-DE-03,53.28098272,3.21126669,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,Pennzoil Nederland Company,Offshore International S.A.,Offshore Mercury,1976-06-07,1976-07-28,2666,Kelly Bushing,2664.02,2635.12,-16.5,8.7,K13-DE,K13-DE,Wintershall Noordzee B.V.,Gas,Abandoned,K13,323.903167989,Yes,Yes,1,1
K13-I-01,K13-I-01,53.29912275,3.25976733,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Pennzoil Nederland Company,Transworld Drilling Company,Transocean II,1978-03-31,1978-04-14,2091,Kelly Bushing,2091,2065.9,,,,,,,,K13,323.903167989,No,Yes,0,1
K13-J-01,K13-J-01,53.30092654,3.10118005,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Pennzoil Nederland Company,Transworld Drilling Company,Transocean II,1978-03-02,1978-03-27,2439,Kelly Bushing,2429.14,2404.04,-78.52,-105.92,,,,,,K13,323.903167989,No,Yes,0,1
K13-N-01,K13-N-01,53.16592354,3.22593731,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Pennzoil Nederland Company,Transworld Drilling Company,Transocean II,1980-05-19,1980-06-19,2840,Kelly Bushing,2826.85,2800.75,-200.56,-120.24,,,,,,K13,323.903167989,No,Yes,0,1
K14-01,K14-01,53.28679301,3.6173321,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Sea Drilling Nederland B.V.,Sedneth II,1970-06-30,1970-09-01,3254,Rotary Table,3238.4,3208.7,-8.46,205,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-02,K14-02,53.25590226,3.54030344,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1973-03-01,1973-04-16,3216,Rotary Table,3211.83,3184.73,-35.79,12.68,,,,,,K14,412.415007895,No,Yes,0,1
K14-03,K14-03,53.17651099,3.56005636,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1973-07-24,1973-09-23,2801,Rotary Table,2796.64,2769.54,-108.73,9.07,,,,,,K14,412.415007895,No,Yes,0,1
K14-05,K14-05,53.29973762,3.59769241,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Zapata,Zapata Nordic,1975-12-13,1976-03-10,3337,Rotary Table,3333.27,3295.37,-36.5,63.43,,,,,,K14,412.415007895,No,Yes,0,1
K14-06,K14-06,53.27051188,3.36471522,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Zapata International,Zapata Nordic,1977-01-13,1977-03-20,3300,Rotary Table,3299.64,3263.54,6.37,35.12,,,,,,K14,412.415007895,No,Yes,0,1
K14-07-S2,K14-07-S2,53.28993153,3.58235893,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1979-03-16,1979-04-21,3835,Rotary Table,3282.97,3256.79,-1178.07,1165.47,,,,,,K14,412.415007895,No,Yes,0,1
K14-08,K14-08,53.18267814,3.59139025,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1979-08-09,1979-10-21,2751,Rotary Table,2739.25,2712.95,-127.17,-110.36,K14-FB,K14-FB,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-101,K14-FA-101,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon evaluation,Producing/Injecting,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1974-10-01,1974-11-23,3193,Rotary Table,3191.36,3164.21,13.29,59.94,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-102,K14-FA-102,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon development,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1975-12-08,1976-03-19,3385,Rotary Table,3221.43,3185.27,431.51,-586.42,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-103,K14-FA-103,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1976-03-23,1976-06-04,3510,Rotary Table,3171.75,3143.62,-84.43,909.55,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-104,K14-FA-104,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1976-06-06,1976-08-02,3366,Rotary Table,3216.1,3187.97,634.23,247.56,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-105-S2,K14-FA-105-S2,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon development,Suspended,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1976-09-01,1976-10-26,2486,Rotary Table,2260.92,2232.74,-178.73,839.86,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
K14-FA-106,K14-FA-106,53.26873693,3.62638848,ED50-GEOGR,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1976-11-03,1977-01-23,3527,Rotary Table,3153.56,3125.38,-496.12,1271.7,K14-FA,K14-FA,Tenaz Energy Netherlands B.V.,Gas,In production,K14,412.415007895,Yes,Yes,1,1
